details,details_assist1PlayerId,details_assist1PlayerTotal,details_assist2PlayerId,details_assist2PlayerTotal,details_awaySOG,details_awayScore,details_blockingPlayerId,details_committedByPlayerId,details_descKey,details_discreteClip,details_discreteClipFr,details_drawnByPlayerId,details_duration,details_eventOwnerTeamId,details_goalieInNetId,details_highlightClip,details_highlightClipFr,details_highlightClipSharingUrl,details_highlightClipSharingUrlFr,details_hitteePlayerId,details_hittingPlayerId,details_homeSOG,details_homeScore,details_losingPlayerId,details_playerId,details_reason,details_scoringPlayerId,details_scoringPlayerTotal,details_secondaryReason,details_shootingPlayerId,details_shotType,details_typeCode,details_winningPlayerId,details_xCoord,details_yCoord,details_zoneCode,eventId,homeTeamDefendingSide,periodDescriptor,periodDescriptor_maxRegulationPeriods,periodDescriptor_number,periodDescriptor_otPeriods,periodDescriptor_periodType,pptReplayUrl,situationCode,sortOrder,timeInPeriod,timeRemaining,typeCode,typeDescKey
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,right,,3,1,,REG,,1551,8,00:00,20:00,520,period-start
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480289,0,0,N,51,right,,3,1,,REG,,1551,11,00:00,20:00,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8474568,8480281,,,,,,,,,,,,,96,-18,N,68,right,,3,1,,REG,,1551,12,00:24,19:36,503,hit
,,,,,,,,,,,,,,52,,,,,,,,,,,8474568,,,,,,,,,97,-19,D,65,right,,3,1,,REG,,1551,13,00:25,19:35,504,giveaway
,,,,,,,8476331,,,,,,,19,,,,,,,,,,,,blocked,,,,8477402,,,,82,-6,D,62,right,,3,1,,REG,,1551,21,00:47,19:13,508,blocked-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,,,,,,,,,8,right,,3,1,,REG,,1551,22,00:49,19:11,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476480,69,-22,D,63,right,,3,1,,REG,,1551,23,00:49,19:11,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8475764,8476480,,,,,,,,,,,,,-34,39,O,85,right,,3,1,,REG,,1551,24,01:01,18:59,503,hit
,,,,,,,,,,,,,,52,,,,,,8477402,8480014,,,,,,,,,,,,,59,39,D,91,right,,3,1,,REG,,1551,25,01:06,18:54,503,hit
,8476892,5,8477402,5,,1,,,,6372346901112,6372348561112,,,19,8476945,6372348066112,6372347968112,https://nhl.com/video/stl-wpg-kyrou-scores-goal-against-connor-hellebuyck-6372348066112,https://nhl.com/fr/video/stl-wpg-kyrou-marque-un-but-contre-connor-hellebuyck-6372347968112,,,,0,,,,8479385,3,,,backhand,,,84,0,O,66,right,,3,1,,REG,https://wsr.nhle.com/sprites/20242025/2024030157/ev66.json,1551,26,01:10,18:50,505,goal
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8475170,0,0,N,67,right,,3,1,,REG,,1551,29,01:10,18:50,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8482089,,,,,,,,,4,38,N,81,right,,3,1,,REG,,1551,30,01:13,18:47,504,giveaway
,,,,,,,,,,,,,,19,,,,,,,,,,,8481598,,,,,,,,,-89,20,D,94,right,,3,1,,REG,,1551,31,01:24,18:36,504,giveaway
,,,,,,,8475753,,,,,,,52,,,,,,,,,,,,blocked,,,,8477940,,,,-75,4,D,73,right,,3,1,,REG,,1551,32,01:25,18:35,508,blocked-shot
,,,,,0,,,,,,,,,52,8476412,,,,,,,1,,,,,,,,8480049,wrist,,,-36,-30,O,74,right,,3,1,,REG,,1551,33,01:30,18:30,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,,,,,,,,,9,right,,3,1,,REG,,1551,34,01:32,18:28,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-69,-22,D,75,right,,3,1,,REG,,1551,36,01:32,18:28,502,faceoff
,,,,,1,,,,,,,,,19,8476945,,,,,,,1,,,,,,,,8476897,slap,,,28,35,O,82,right,,3,1,,REG,,1551,40,02:07,17:53,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8475170,8479293,,,,,,,,,,,,,-38,36,D,527,right,,3,1,,REG,,1551,48,02:36,17:24,503,hit
,,,,,,,,,,,,,,52,,,,,,8483516,8479293,,,,,,,,,,,,,37,-42,D,123,right,,3,1,,REG,,1551,51,02:45,17:15,503,hit
,,,,,,,,,,,,,,19,,,,,,8474568,8477573,,,,,,,,,,,,,97,0,N,139,right,,3,1,,REG,,1551,60,03:19,16:41,503,hit
,,,,,,,,,,,,,,19,,,,,,8478891,8477573,,,,,,,,,,,,,57,39,N,150,right,,3,1,,REG,,1551,61,03:26,16:34,503,hit
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8480281,slap,,,49,34,O,104,right,,3,1,,REG,,1551,62,03:27,16:33,507,missed-shot
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8476892,slap,,,34,-39,O,105,right,,3,1,,REG,,1551,63,03:30,16:30,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8477938,8476892,,,,,,,,,,,,,80,-37,N,205,right,,3,1,,REG,,1551,66,03:40,16:20,503,hit
,,,,,,,8479293,,,,,,,19,,,,,,,,,,,,blocked,,,,8477402,,,,42,-21,D,108,right,,3,1,,REG,,1551,67,03:41,16:19,508,blocked-shot
,,,,,2,,,,,,,,,19,8476945,,,,,,,1,,,,,,,,8480023,wrist,,,75,14,O,109,right,,3,1,,REG,,1551,68,03:44,16:16,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,10,right,,3,1,,REG,,1551,69,03:46,16:14,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476480,69,22,D,110,right,,3,1,,REG,,1551,72,03:46,16:14,502,faceoff
,,,,,,,,,,,,,,52,,,,,,,,,,,8480145,,,,,,,,,40,-25,D,130,right,,3,1,,REG,,1551,73,04:08,15:52,525,takeaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-right,,,,8482737,wrist,,,74,32,O,122,right,,3,1,,REG,,1551,81,04:33,15:27,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8477504,8476897,,,,,,,,,,,,,99,-13,N,217,right,,3,1,,REG,,1551,82,04:59,15:01,503,hit
,,,,,,,,,,,,,,52,,,,,,8475764,8475799,,,,,,,,,,,,,-67,39,O,226,right,,3,1,,REG,,1551,87,05:11,14:49,503,hit
,,,,,,,,,,,,,,52,,,,,,8475181,8476392,,,,,,,,,,,,,3,37,N,232,right,,3,1,,REG,,1551,97,05:43,14:17,503,hit
,,,,,,,,,,,,,,19,,,,,,8476331,8476889,,,,,,,,,,,,,94,29,N,242,right,,3,1,,REG,,1551,99,05:46,14:14,503,hit
,,,,,,,,,,,,,,19,,,,,,8480145,8477573,,,,,,,,,,,,,97,2,N,244,right,,3,1,,REG,,1551,105,06:08,13:52,503,hit
,,,,,,,,,,,,,,19,,,,,,8477938,8477573,,,,,,,,,,,,,33,40,N,245,right,,3,1,,REG,,1551,106,06:14,13:46,503,hit
,,,,,,,,,,,,,,52,,,,,,8478472,8477504,,,,,,,,,,,,,-21,-39,N,248,right,,3,1,,REG,,1551,121,07:08,12:52,503,hit
,,,,,,2,,,,6372347772112,6372347003112,,,19,8476945,6372348273112,6372347413112,https://nhl.com/video/stl-wpg-joseph-scores-goal-against-connor-hellebuyck-6372348273112,https://nhl.com/fr/video/stl-wpg-joseph-marque-un-but-contre-connor-hellebuyck-6372347413112,,,,0,,,,8478472,1,,,wrist,,,55,18,O,160,right,,3,1,,REG,https://wsr.nhle.com/sprites/20242025/2024030157/ev160.json,1551,123,07:16,12:44,505,goal
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8475170,0,0,N,161,right,,3,1,,REG,,1551,126,07:16,12:44,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8476392,8476892,,,,,,,,,,,,,85,-36,N,253,right,,3,1,,REG,,1551,127,07:31,12:29,503,hit
,,,,,,,,,,,,,,52,,,,,,,,,,,8477940,,,,,,,,,-54,40,O,183,right,,3,1,,REG,,1551,129,07:51,12:09,504,giveaway
,,,,,,,8477938,,,,,,,19,,,,,,,,,,,,blocked,,,,8480281,,,,65,19,D,167,right,,3,1,,REG,,1551,131,07:57,12:03,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8483516,8476392,,,,,,,,,,,,,67,39,D,267,right,,3,1,,REG,,1551,132,08:00,12:00,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,17,4,N,184,right,,3,1,,REG,,1551,141,08:32,11:28,504,giveaway
,,,,,,,,,,,,,,19,,,,,,8475799,8475181,,,,,,,,,,,,,-10,37,N,295,right,,3,1,,REG,,1551,143,08:36,11:24,503,hit
,,,,,3,,,,,,,,,19,8476945,,,,,,,1,,,,,,,,8477402,wrist,,,58,14,O,186,right,,3,1,,REG,,1551,151,09:17,10:43,506,shot-on-goal
,,,,,,,8478472,,,,,,,52,,,,,,,,,,,,blocked,,,,8480014,,,,-74,24,D,351,right,,3,1,,REG,,1551,156,09:28,10:32,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8482737,8474568,,,,,,,,,,,,,70,-40,D,455,right,,3,1,,REG,,1551,159,09:39,10:21,503,hit
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8476892,slap,,,33,7,O,401,right,,3,1,,REG,,1551,160,09:42,10:18,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8476897,8474568,,,,,,,,,,,,,95,26,D,462,right,,3,1,,REG,,1551,161,09:46,10:14,503,hit
,,,,,4,,,,,,,,,19,8476945,,,,,,,1,,,,,,,,8483516,wrist,,,48,21,O,200,right,,3,1,,REG,,1551,168,09:56,10:04,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,,,,,,8482089,,,,,,,,,26,-39,O,221,right,,3,1,,REG,,1551,171,10:08,09:52,504,giveaway
,,,,,,,,,,,,,,19,,,,,,8480145,8483516,,,,,,,,,,,,,59,40,N,467,right,,3,1,,REG,,1551,172,10:18,09:42,503,hit
,,,,,,,,,,,,,,52,,,,,,8476889,8476331,,,,,,,,,,,,,77,38,D,478,right,,3,1,,REG,,1551,181,10:51,09:09,503,hit
,,,,,,,,,,,,,,19,,,,,,8478891,8481598,,,,,,,,,,,,,-98,-22,N,479,right,,3,1,,REG,,1551,188,11:16,08:44,503,hit
,,,,,4,,,,,,,,,52,8476412,,,,,,,2,,,,,,,,8474568,slap,,,-41,31,O,222,right,,3,1,,REG,,1551,189,11:24,08:36,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,11,right,,3,1,,REG,,1551,190,11:32,08:28,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476480,,,,,,,,,8480023,-69,-22,D,223,right,,3,1,,REG,,1551,192,11:32,08:28,502,faceoff
,,,,,,,,,,,,,,19,,,,,,8476480,8482737,,,,,,,,,,,,,-42,-38,N,482,right,,3,1,,REG,,1551,198,11:52,08:08,503,hit
,,,,,,,,,,,,,,52,,,,,,8476897,8480145,,,,,,,,,,,,,11,39,N,483,right,,3,1,,REG,,1551,199,12:02,07:58,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-benches,,,tv-timeout,,,,,,,,12,right,,3,1,,REG,,1551,208,12:31,07:29,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8475170,20,22,N,241,right,,3,1,,REG,,1551,211,12:31,07:29,502,faceoff
,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,13,right,,3,1,,REG,,1551,212,12:40,07:20,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8476897,20,-22,N,249,right,,3,1,,REG,,1551,215,12:40,07:20,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8481598,8482149,,,,,,,,,,,,,5,42,N,488,right,,3,1,,REG,,1551,216,12:45,07:15,503,hit
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8477940,wrist,,,-40,-4,O,254,right,,3,1,,REG,,1551,217,12:58,07:02,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,,,,,,8480023,,,,,,,,,75,-39,O,276,right,,3,1,,REG,,1551,223,13:19,06:41,504,giveaway
,,,,,,,,,,,,,,52,,,,,,8475181,8480289,,,,,,,,,,,,,-96,0,O,508,right,,3,1,,REG,,1551,238,14:23,05:37,503,hit
,,,,,4,,,,,,,,,52,8476412,,,,,,,3,,,,,,,,8478891,wrist,,,-41,0,O,278,right,,3,1,,REG,,1551,242,14:39,05:21,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8482089,8480113,,,,,,,,,,,,,-53,38,O,511,right,,3,1,,REG,,1551,249,15:00,05:00,503,hit
,,,,,,,,,,,,,,52,,,,,,8483516,8476952,,,,,,,,,,,,,-42,39,O,513,right,,3,1,,REG,,1551,250,15:02,04:58,503,hit
,,,,,,,8475170,,,,,,,52,,,,,,,,,,,,blocked,,,,8476952,,,,-74,33,D,552,right,,3,1,,REG,,1551,252,15:06,04:54,508,blocked-shot
,,,,,5,,,,,,,,,19,8476945,,,,,,,3,,,,,,,,8477402,wrist,,,63,-28,O,453,right,,3,1,,REG,,1551,266,16:14,03:46,506,shot-on-goal
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,18,-38,N,468,right,,3,1,,REG,,1551,267,16:18,03:42,504,giveaway
,,,,,,,,,,,,,,19,,,,,,8476480,8475753,,,,,,,,,,,,,-73,-39,N,515,right,,3,1,,REG,,1551,268,16:23,03:37,503,hit
,,,,,,,8481598,,,,,,,52,,,,,,,,,,,,blocked,,,,8478398,,,,-77,5,D,551,right,,3,1,,REG,,1551,269,16:34,03:26,508,blocked-shot
,,,,,,,,,,,,,,19,,,,,,8476331,8479385,,,,,,,,,,,,,-73,-39,N,517,right,,3,1,,REG,,1551,270,16:37,03:23,503,hit
,,,,,,,,,,,,,,19,,,,,,8476392,8477573,,,,,,,,,,,,,-7,-39,N,519,right,,3,1,,REG,,1551,279,17:06,02:54,503,hit
,,,,,,,,,,,,,,52,,,,,,8476889,8477940,,,,,,,,,,,,,20,-40,N,520,right,,3,1,,REG,,1551,280,17:10,02:50,503,hit
,,,,,,,,,,,,,,52,,,,,,8477573,8477938,,,,,,,,,,,,,97,-12,O,521,right,,3,1,,REG,,1551,282,17:14,02:46,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,tv-timeout,,,,,,,,14,right,,3,1,,REG,,1551,290,17:46,02:14,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8480023,,,,,,,,,8476480,-20,-22,N,476,right,,3,1,,REG,,1551,293,17:46,02:14,502,faceoff
,,,,,,,,,,,,,,52,,,,,,,,,,,8480014,,,,,,,,,-57,39,O,498,right,,3,1,,REG,,1551,294,17:54,02:06,525,takeaway
,,,,,,,,,,,,,,,,,,,,,,,,,,high-stick,,,,,,,,,,,15,right,,3,1,,REG,,1551,295,17:55,02:05,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476889,,,,,,,,,8480014,-20,22,N,484,right,,3,1,,REG,,1551,298,17:55,02:05,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8480281,8474568,,,,,,,,,,,,,19,41,N,522,right,,3,1,,REG,,1551,299,18:17,01:43,503,hit
,,,,,,,,,,,,,,52,,,,,,8477573,8474568,,,,,,,,,,,,,96,-23,O,523,right,,3,1,,REG,,1551,305,18:25,01:35,503,hit
,,,,,,,,,,,,,,52,,,,,,8477402,8482149,,,,,,,,,,,,,-49,-39,D,524,right,,3,1,,REG,,1551,309,18:37,01:23,503,hit
,,,,,,,8480145,,,,,,,19,,,,,,,,,,,,blocked,,,,8479385,,,,50,1,D,497,right,,3,1,,REG,,1551,310,18:41,01:19,508,blocked-shot
,,,,,,,,,,,,,,52,,,,,,8481598,8482149,,,,,,,,,,,,,-13,38,N,525,right,,3,1,,REG,,1551,311,18:53,01:07,503,hit
,,,,,,,,,,,,,,19,,,,,,8477940,8480023,,,,,,,,,,,,,-13,38,N,526,right,,3,1,,REG,,1551,312,18:55,01:05,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,-66,-12,D,509,right,,3,1,,REG,,1551,319,19:04,00:56,504,giveaway
,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-crowd,,,tv-timeout,,,,,,,,16,right,,3,1,,REG,,1551,321,19:19,00:41,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8475170,0,0,N,506,right,,3,1,,REG,,1551,323,19:19,00:41,502,faceoff
,,,,,,,,,,,,,,52,,,,,,,,,,,8477938,,,,,,,,,99,10,O,518,right,,3,1,,REG,,1551,324,19:26,00:34,504,giveaway
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8476892,snap,,,81,-30,O,514,right,,3,1,,REG,,1551,325,19:46,00:14,507,missed-shot
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,right,,3,1,,REG,,1551,326,20:00,00:00,521,period-end
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,left,,3,2,,REG,,1551,331,00:00,20:00,520,period-start
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,0,0,N,528,left,,3,2,,REG,,1551,334,00:00,20:00,502,faceoff
,,,,,,,8476392,,,,,,,19,,,,,,,,,,,,blocked,,,,8476892,,,,-65,20,D,532,left,,3,2,,REG,,1551,335,00:15,19:45,508,blocked-shot
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,hit-right-post,,,,8479385,snap,,,-78,22,O,535,left,,3,2,,REG,,1551,339,00:37,19:23,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,,,,,,8475753,,,,,,,,,-32,-40,O,549,left,,3,2,,REG,,1551,341,00:49,19:11,504,giveaway
,,,,,5,,,,,,,,,52,8476412,,,,,,,4,,,,,,,,8476392,wrist,,,82,24,O,538,left,,3,2,,REG,,1551,344,00:56,19:04,506,shot-on-goal
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-right,,,,8483516,wrist,,,-66,29,O,542,left,,3,2,,REG,,1551,346,01:04,18:56,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,8477938,8483516,,,,,,,,,,,,,93,-8,N,612,left,,3,2,,REG,,1551,350,01:19,18:41,503,hit
,,,,,5,,,,,,,,,52,8476412,,,,,,,5,,,,,,,,8475799,wrist,,,59,31,O,546,left,,3,2,,REG,,1551,351,01:28,18:32,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,22,left,,3,2,,REG,,1551,352,01:30,18:30,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8476480,69,22,O,547,left,,3,2,,REG,,1551,355,01:30,18:30,502,faceoff
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8477940,wrist,,,77,-25,O,352,left,,3,2,,REG,,1551,356,01:33,18:27,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,8478472,8480145,,,,,,,,,,,,,-49,36,D,616,left,,3,2,,REG,,1551,357,01:40,18:20,503,hit
,,,,,,,,,,,,,,52,,,,,,8482737,8476331,,,,,,,,,,,,,-93,27,D,624,left,,3,2,,REG,,1551,358,01:42,18:18,503,hit
,,,,,5,,,,,,,,,52,8476412,,,,,,,6,,,,,,,,8477940,backhand,,,86,12,O,602,left,,3,2,,REG,,1551,359,01:54,18:06,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8478472,8479293,,,,,,,,,,,,,70,42,O,628,left,,3,2,,REG,,1551,362,02:10,17:50,503,hit
,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,23,left,,3,2,,REG,,1551,364,02:14,17:46,516,stoppage
,,,,,,,,,,,,,,52,,,,,,,,,,8476897,,,,,,,,,8480014,69,-22,O,608,left,,3,2,,REG,,1551,366,02:14,17:46,502,faceoff
,,,,,,,,,,,,,,19,,,,,,,,,,,8482737,,,,,,,,,60,-12,D,623,left,,3,2,,REG,,1551,367,02:17,17:43,504,giveaway
,,,,,,,,,,,,,,19,,,,,,8477938,8478472,,,,,,,,,,,,,99,-17,N,640,left,,3,2,,REG,,1551,368,02:22,17:38,503,hit
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-right,,,,8480049,slap,,,38,21,O,613,left,,3,2,,REG,,1551,369,02:48,17:12,507,missed-shot
,,,,,,,,,,,,,,19,,,,,,,,,,,8476897,,,,,,,,,22,-35,N,627,left,,3,2,,REG,,1551,370,02:52,17:08,504,giveaway
,,,,,5,,,,,,,,,52,8476412,,,,,,,7,,,,,,,,8480014,tip-in,,,76,-8,O,302,left,,3,2,,REG,,1551,377,03:05,16:55,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,25,left,,3,2,,REG,,1551,378,03:11,16:49,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476952,,,,,,,,,8476889,20,22,N,621,left,,3,2,,REG,,1551,381,03:11,16:49,502,faceoff
,,,,,,,,,,,,,,52,,,,,,8481598,8479293,,,,,,,,,,,,,82,-37,O,708,left,,3,2,,REG,,1551,382,03:37,16:23,503,hit
,,,,,,,,,,,,,,52,,,,,,8476889,8474568,,,,,,,,,,,,,-56,-38,D,712,left,,3,2,,REG,,1551,384,03:46,16:14,503,hit
,,,,,,,,,,,,,,19,,,,,,,,,,,8477402,,,,,,,,,-14,-40,N,650,left,,3,2,,REG,,1551,389,04:01,15:59,525,takeaway
,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,26,left,,3,2,,REG,,1551,392,04:10,15:50,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8480289,,,,,,,,,8475170,-20,-22,N,636,left,,3,2,,REG,,1551,395,04:10,15:50,502,faceoff
,,,,,,,,,,,,,,52,8476412,,,,,,,,,,,wide-left,,,,8480289,wrist,,,46,38,O,641,left,,3,2,,REG,,1551,396,04:34,15:26,507,missed-shot
,,,,,5,,,,,,,,,52,8476412,,,,,,,8,,,,,,,,8480049,wrist,,,40,30,O,642,left,,3,2,,REG,,1551,397,04:42,15:18,506,shot-on-goal
,,,,,,,,,,,,,,52,,,,,,8483516,8476331,,,,,,,,,,,,,-63,40,D,738,left,,3,2,,REG,,1551,401,04:52,15:08,503,hit
,,,,,,,,,,,,,,19,,,,,,8480289,8476892,,,,,,,,,,,,,96,27,N,752,left,,3,2,,REG,,1551,406,05:02,14:58,503,hit
,,,,,,,,,,,,,,52,,,,,,8476892,8475799,,,,,,,,,,,,,70,31,O,753,left,,3,2,,REG,,1551,408,05:08,14:52,503,hit
,,,,,,,,,,,,,,52,,,,,,8480023,8476392,,,,,,,,,,,,,-32,41,D,754,left,,3,2,,REG,,1551,411,05:12,14:48,503,hit
,,,,,6,,,,,,,,,19,8476945,,,,,,,8,,,,,,,,8479385,wrist,,,-65,17,O,704,left,,3,2,,REG,,1551,412,05:14,14:46,506,shot-on-goal
,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,27,left,,3,2,,REG,,1551,413,05:15,14:45,516,stoppage
,,,,,,,,,,,,,,19,,,,,,,,,,8476392,,,,,,,,,8480023,-69,22,O,705,left,,3,2,,REG,,1551,414,05:15,14:45,502,faceoff
,,,,,,,,,,,,,,19,8476945,,,,,,,,,,,wide-left,,,,8479385,tip-in,,,-83,-6,O,303,left,,3,2,,REG,,1551,415,05:22,14:38,507,missed-shot
,,,,,,,,,,,,,,52,,,,,,,,,,,8477938,,,,,,,,,-28,-39,D,732,left,,3,2,,REG,,1551,416,05:30,14:30,525,takeaway
