unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
LaCombe-Trouba,"['LaCombe Jackson', 'Trouba Jacob']",pairing,66727,1112.1,93,99,849,735,49.83,45.25,48.4,53.6,52.4,Anaheim Ducks,3485.544,535,28.86,-0.106
Trouba-Zellweger,"['Trouba Jacob', 'Zellweger Olen']",pairing,27974,466.2,37,34,337,257,19.24,16.71,52.1,56.7,53.5,Anaheim Ducks,2982.213,191,24.58,-0.241
Gudas-Zellweger,"['Gudas Radko', 'Zellweger Olen']",pairing,23250,387.5,20,23,229,209,12.93,13.06,46.5,52.3,49.7,Anaheim Ducks,2698.591,159,24.62,-0.263
Helleson-Mintyukov,"['Helleson Drew', 'Mintyukov Pavel']",pairing,22319,372.0,28,17,243,191,13.8,12.05,62.2,56.0,53.4,Anaheim Ducks,2147.457,158,25.49,-0.29
Mintyukov-Moore,"['Mintyukov Pavel', 'Moore Ian']",pairing,21775,362.9,26,26,234,185,13.82,11.21,50.0,55.8,55.2,Anaheim Ducks,2311.632,131,21.66,-0.36
Helleson-LaCombe,"['Helleson Drew', 'LaCombe Jackson']",pairing,20879,348.0,17,30,250,256,14.13,16.61,36.2,49.4,46.0,Anaheim Ducks,3567.038,166,28.62,-0.104
Carlson-Mintyukov,"['Carlson John', 'Mintyukov Pavel']",pairing,19870,331.2,13,16,142,133,8.09,8.33,44.8,51.6,49.3,Anaheim Ducks,4650.297,124,22.47,-0.149
Moore-Zellweger,"['Moore Ian', 'Zellweger Olen']",pairing,12954,215.9,8,14,75,73,3.96,4.79,36.4,50.7,45.3,Anaheim Ducks,3166.596,75,20.84,-0.307
LaCombe-Moore,"['LaCombe Jackson', 'Moore Ian']",pairing,12647,210.8,10,5,88,79,5.24,4.94,66.7,52.7,51.4,Anaheim Ducks,3693.973,88,25.05,-0.172
Gudas-Mintyukov,"['Gudas Radko', 'Mintyukov Pavel']",pairing,11234,187.2,15,8,111,120,6.84,7.63,65.2,48.1,47.3,Anaheim Ducks,1931.605,84,26.92,-0.276
Gudas-LaCombe,"['Gudas Radko', 'LaCombe Jackson']",pairing,10806,180.1,14,15,115,117,7.62,7.13,48.3,49.6,51.6,Anaheim Ducks,3151.962,53,17.66,-0.378
Moore-Trouba,"['Moore Ian', 'Trouba Jacob']",pairing,9266,154.4,3,5,40,35,1.9,2.22,37.5,53.3,46.2,Anaheim Ducks,2520.452,24,9.32,-0.612
Mintyukov-Trouba,"['Mintyukov Pavel', 'Trouba Jacob']",pairing,8845,147.4,10,13,61,61,3.54,3.47,43.5,50.0,50.5,Anaheim Ducks,2112.093,92,37.44,-0.032
Helleson-Zellweger,"['Helleson Drew', 'Zellweger Olen']",pairing,7215,120.2,9,3,59,63,3.47,3.77,75.0,48.4,47.9,Anaheim Ducks,3050.781,48,23.95,-0.249
Helleson-Hinds,"['Helleson Drew', 'Hinds Tyson']",pairing,6403,106.7,4,11,78,85,3.61,5.54,26.7,47.9,39.4,Anaheim Ducks,2127.718,31,17.43,-0.467
Gudas-Moore,"['Gudas Radko', 'Moore Ian']",pairing,6041,100.7,4,9,63,78,3.12,5.28,30.8,44.7,37.1,Anaheim Ducks,2293.888,26,15.49,-0.496
Helleson-Moore,"['Helleson Drew', 'Moore Ian']",pairing,5877,98.0,9,13,118,99,7.22,6.42,40.9,54.4,52.9,Anaheim Ducks,2569.892,21,12.86,-0.531
Carlson-Moore,"['Carlson John', 'Moore Ian']",pairing,4351,72.5,6,3,25,27,1.57,1.6,66.7,48.1,49.4,Anaheim Ducks,5432.305,26,21.51,-0.106
Carlson-LaCombe,"['Carlson John', 'LaCombe Jackson']",pairing,4052,67.5,1,3,18,23,0.93,1.51,25.0,43.9,38.3,Anaheim Ducks,7300.107,40,35.54,0.355
Carlson-Zellweger,"['Carlson John', 'Zellweger Olen']",pairing,3197,53.3,3,3,40,24,1.93,1.13,50.0,62.5,63.2,Anaheim Ducks,6264.669,21,23.65,0.01
Hinds-Moore,"['Hinds Tyson', 'Moore Ian']",pairing,2125,35.4,1,1,18,21,0.88,1.14,50.0,46.2,43.5,Anaheim Ducks,2247.795,9,15.25,-0.505
Carlson-Hinds,"['Carlson John', 'Hinds Tyson']",pairing,1513,25.2,1,5,33,28,1.7,1.54,16.7,54.1,52.5,Anaheim Ducks,4483.591,10,23.79,-0.134
Gudas-Helleson,"['Gudas Radko', 'Helleson Drew']",pairing,1309,21.8,0,0,3,3,0.13,0.21,,50.0,37.0,Anaheim Ducks,2137.628,9,24.75,
Gudas-Hinds,"['Gudas Radko', 'Hinds Tyson']",pairing,1110,18.5,1,0,5,4,0.32,0.18,100.0,55.6,63.9,Anaheim Ducks,1897.332,6,19.46,-0.442
Hinds-Trouba,"['Hinds Tyson', 'Trouba Jacob']",pairing,1001,16.7,2,0,14,25,0.73,1.68,100.0,35.9,30.2,Anaheim Ducks,2086.031,4,14.39,-0.537
LaCombe-Zellweger,"['LaCombe Jackson', 'Zellweger Olen']",pairing,745,12.4,0,0,1,1,0.06,0.06,,50.0,52.1,Anaheim Ducks,4222.146,7,33.83,
Hinds-Warren,"['Hinds Tyson', 'Warren Noah']",pairing,691,11.5,0,0,4,3,0.12,0.19,,57.1,39.9,Anaheim Ducks,,0,0.0,
Gudas-Trouba,"['Gudas Radko', 'Trouba Jacob']",pairing,637,10.6,0,0,0,0,0.0,0.0,,,,Anaheim Ducks,2101.308,3,16.95,
Mintyukov-Zellweger,"['Mintyukov Pavel', 'Zellweger Olen']",pairing,499,8.3,0,0,0,0,0.0,0.0,,,,Anaheim Ducks,2726.109,8,57.72,
Carlson-Helleson,"['Carlson John', 'Helleson Drew']",pairing,403,6.7,1,0,6,3,0.25,0.18,100.0,66.7,58.1,Anaheim Ducks,5189.475,6,53.6,0.575
Helleson-Trouba,"['Helleson Drew', 'Trouba Jacob']",pairing,366,6.1,0,0,0,0,0.0,0.0,,,,Anaheim Ducks,2331.513,2,19.67,
LaCombe-Mintyukov,"['LaCombe Jackson', 'Mintyukov Pavel']",pairing,357,6.0,0,0,0,0,0.0,0.0,,,,Anaheim Ducks,3185.002,1,10.08,
Carlson-Trouba,"['Carlson John', 'Trouba Jacob']",pairing,313,5.2,0,0,1,0,0.03,0.0,,100.0,100.0,Anaheim Ducks,5079.993,2,23.0,
Hinds-Zellweger,"['Hinds Tyson', 'Zellweger Olen']",pairing,216,3.6,0,0,0,0,0.0,0.0,,,,Anaheim Ducks,2611.629,2,33.33,
LaCombe-Warren,"['LaCombe Jackson', 'Warren Noah']",pairing,107,1.8,0,0,0,1,0.0,0.15,,0.0,0.0,Anaheim Ducks,,0,0.0,
Peeke-Zadorov,"['Peeke Andrew', 'Zadorov Nikita']",pairing,35553,592.5,50,48,380,440,22.34,28.17,51.0,46.3,44.2,Boston Bruins,2846.8,243,24.61,-0.251
Aspirot-McAvoy,"['Aspirot Jonathan', 'McAvoy Charlie']",pairing,34707,578.5,52,40,475,504,27.78,30.04,56.5,48.5,48.0,Boston Bruins,3417.784,237,24.58,-0.205
Lindholm-Lohrei,"['Lindholm Hampus', 'Lohrei Mason']",pairing,22954,382.6,28,19,258,215,14.71,13.61,59.6,54.5,51.9,Boston Bruins,3849.944,181,28.39,-0.086
Lindholm-Peeke,"['Lindholm Hampus', 'Peeke Andrew']",pairing,22757,379.3,26,33,265,288,14.79,16.79,44.1,47.9,46.8,Boston Bruins,3437.748,170,26.89,-0.153
McAvoy-Zadorov,"['McAvoy Charlie', 'Zadorov Nikita']",pairing,21428,357.1,24,22,184,191,10.96,11.32,52.2,49.1,49.2,Boston Bruins,3894.396,163,27.38,-0.104
Jokiharju-Zadorov,"['Jokiharju Henri', 'Zadorov Nikita']",pairing,20339,339.0,24,20,167,186,10.43,11.55,54.5,47.3,47.5,Boston Bruins,2653.468,100,17.7,-0.418
Lohrei-Peeke,"['Lohrei Mason', 'Peeke Andrew']",pairing,15410,256.8,17,13,129,146,7.38,8.79,56.7,46.9,45.7,Boston Bruins,2804.202,140,32.71,-0.078
Lohrei-McAvoy,"['Lohrei Mason', 'McAvoy Charlie']",pairing,11123,185.4,11,5,60,77,3.2,4.92,68.8,43.8,39.4,Boston Bruins,3810.723,64,20.71,-0.257
Lindholm-McAvoy,"['Lindholm Hampus', 'McAvoy Charlie']",pairing,10797,179.9,14,11,79,107,4.93,6.76,56.0,42.5,42.2,Boston Bruins,4652.581,92,30.68,0.03
Jokiharju-Lindholm,"['Jokiharju Henri', 'Lindholm Hampus']",pairing,10741,179.0,7,7,56,80,3.17,4.84,50.0,41.2,39.6,Boston Bruins,3184.669,65,21.79,-0.285
Aspirot-Zadorov,"['Aspirot Jonathan', 'Zadorov Nikita']",pairing,9486,158.1,11,9,136,141,7.81,9.46,55.0,49.1,45.2,Boston Bruins,2818.564,52,19.73,-0.36
Aspirot-Jokiharju,"['Aspirot Jonathan', 'Jokiharju Henri']",pairing,5638,94.0,4,5,51,79,2.8,4.4,44.4,39.2,38.9,Boston Bruins,2295.916,32,20.43,-0.388
Aspirot-Lohrei,"['Aspirot Jonathan', 'Lohrei Mason']",pairing,5047,84.1,3,4,26,35,1.25,2.08,42.9,42.6,37.6,Boston Bruins,2789.986,29,20.69,-0.341
Jokiharju-Lohrei,"['Jokiharju Henri', 'Lohrei Mason']",pairing,4102,68.4,1,1,39,32,2.31,1.97,50.0,54.9,53.9,Boston Bruins,2603.843,40,35.1,-0.042
Lohrei-Zadorov,"['Lohrei Mason', 'Zadorov Nikita']",pairing,3975,66.2,6,6,30,49,1.58,2.7,50.0,38.0,37.0,Boston Bruins,3211.835,25,22.64,-0.264
Harris-Peeke,"['Harris Jordan', 'Peeke Andrew']",pairing,3943,65.7,8,5,36,46,2.65,2.76,61.5,43.9,49.0,Boston Bruins,1955.065,22,20.09,-0.423
Aspirot-Lindholm,"['Aspirot Jonathan', 'Lindholm Hampus']",pairing,3802,63.4,1,2,25,18,1.32,1.03,33.3,58.1,56.2,Boston Bruins,3430.541,30,28.41,-0.12
Aspirot-Peeke,"['Aspirot Jonathan', 'Peeke Andrew']",pairing,3580,59.7,4,2,21,30,1.45,1.81,66.7,41.2,44.6,Boston Bruins,2415.928,30,30.17,-0.165
Lindholm-Zadorov,"['Lindholm Hampus', 'Zadorov Nikita']",pairing,3218,53.6,0,2,19,30,0.91,1.95,0.0,38.8,31.8,Boston Bruins,3930.186,19,21.26,-0.235
Aspirot-Harris,"['Aspirot Jonathan', 'Harris Jordan']",pairing,3085,51.4,2,5,34,28,2.33,2.06,28.6,54.8,53.0,Boston Bruins,1950.308,8,9.34,-0.658
McAvoy-Peeke,"['McAvoy Charlie', 'Peeke Andrew']",pairing,1685,28.1,1,0,4,8,0.2,0.37,100.0,33.3,35.6,Boston Bruins,3413.55,8,17.09,-0.369
Jokiharju-McAvoy,"['Jokiharju Henri', 'McAvoy Charlie']",pairing,1156,19.3,0,0,4,1,0.23,0.04,,80.0,86.0,Boston Bruins,3153.943,4,12.46,
Harris-Lindholm,"['Harris Jordan', 'Lindholm Hampus']",pairing,1136,18.9,2,3,11,24,0.64,1.56,40.0,31.4,29.2,Boston Bruins,2676.024,13,41.2,0.097
Jokiharju-Peeke,"['Jokiharju Henri', 'Peeke Andrew']",pairing,672,11.2,0,0,0,0,0.0,0.0,,,,Boston Bruins,2313.224,5,26.79,
Harris-Zadorov,"['Harris Jordan', 'Zadorov Nikita']",pairing,481,8.0,0,0,0,0,0.0,0.0,,,,Boston Bruins,2235.586,4,29.94,
Harris-Jokiharju,"['Harris Jordan', 'Jokiharju Henri']",pairing,440,7.3,0,0,4,1,0.24,0.03,,80.0,89.6,Boston Bruins,1811.617,0,0.0,
Harris-McAvoy,"['Harris Jordan', 'McAvoy Charlie']",pairing,403,6.7,0,0,0,0,0.0,0.0,,,,Boston Bruins,2647.176,4,35.73,
Harris-Lohrei,"['Harris Jordan', 'Lohrei Mason']",pairing,178,3.0,0,0,0,0,0.0,0.0,,,,Boston Bruins,2190.183,0,0.0,
Dahlin-Samuelsson,"['Dahlin Rasmus', 'Samuelsson Mattias']",pairing,61569,1026.2,72,57,673,671,39.97,39.61,55.8,50.1,50.2,Buffalo Sabres,2724.183,423,24.73,-0.259
Byram-Power,"['Byram Bowen', 'Power Owen']",pairing,44512,741.9,68,38,544,458,32.86,26.58,64.2,54.3,55.3,Buffalo Sabres,3255.096,335,27.09,-0.163
Byram-Timmins,"['Byram Bowen', 'Timmins Conor']",pairing,16779,279.6,15,12,142,160,7.96,8.75,55.6,47.0,47.7,Buffalo Sabres,2526.048,159,34.11,-0.07
Byram-Dahlin,"['Byram Bowen', 'Dahlin Rasmus']",pairing,15757,262.6,28,28,245,279,14.37,16.35,50.0,46.8,46.8,Buffalo Sabres,3561.159,119,27.19,-0.136
Byram-Samuelsson,"['Byram Bowen', 'Samuelsson Mattias']",pairing,13065,217.8,16,25,124,168,7.24,10.74,39.0,42.5,40.3,Buffalo Sabres,2271.003,90,24.8,-0.294
Power-Samuelsson,"['Power Owen', 'Samuelsson Mattias']",pairing,12796,213.3,9,7,102,100,6.2,6.14,56.2,50.5,50.2,Buffalo Sabres,2405.388,87,24.48,-0.29
Dahlin-Power,"['Dahlin Rasmus', 'Power Owen']",pairing,12441,207.3,9,13,80,81,4.55,4.72,40.9,49.7,49.0,Buffalo Sabres,3857.515,103,29.8,-0.054
Power-Timmins,"['Power Owen', 'Timmins Conor']",pairing,11855,197.6,16,13,104,83,5.49,5.73,55.2,55.6,48.9,Buffalo Sabres,2691.677,92,27.94,-0.191
Kesselring-Power,"['Kesselring Michael', 'Power Owen']",pairing,9896,164.9,13,6,122,123,7.46,7.54,68.4,49.8,49.7,Buffalo Sabres,3119.634,86,31.29,-0.083
Bryson-Power,"['Bryson Jacob', 'Power Owen']",pairing,7949,132.5,10,7,73,74,4.07,4.34,58.8,49.7,48.4,Buffalo Sabres,3832.666,76,34.42,0.044
Samuelsson-Timmins,"['Samuelsson Mattias', 'Timmins Conor']",pairing,6768,112.8,12,11,82,78,4.54,5.02,52.2,51.2,47.5,Buffalo Sabres,1851.335,31,16.49,-0.51
Stanley-Timmins,"['Stanley Logan', 'Timmins Conor']",pairing,6687,111.5,16,14,108,114,6.3,6.67,53.3,48.6,48.6,Buffalo Sabres,2740.4,34,18.3,-0.398
Byram-Kesselring,"['Byram Bowen', 'Kesselring Michael']",pairing,6646,110.8,7,10,49,65,3.17,4.18,41.2,43.0,43.2,Buffalo Sabres,2931.843,67,36.29,0.011
Byram-Metsa,"['Byram Bowen', 'Metsa Zach']",pairing,6103,101.7,6,6,57,51,3.21,3.01,50.0,52.8,51.6,Buffalo Sabres,2920.646,41,24.18,-0.254
Bryson-Metsa,"['Bryson Jacob', 'Metsa Zach']",pairing,6084,101.4,4,1,39,38,2.33,2.15,80.0,50.6,52.0,Buffalo Sabres,3344.588,42,24.85,-0.205
Metsa-Stanley,"['Metsa Zach', 'Stanley Logan']",pairing,5320,88.7,5,12,57,68,2.96,4.21,29.4,45.6,41.3,Buffalo Sabres,3084.598,33,22.33,-0.281
Dahlin-Metsa,"['Dahlin Rasmus', 'Metsa Zach']",pairing,4252,70.9,1,1,38,46,1.95,2.61,50.0,45.2,42.8,Buffalo Sabres,3518.358,35,29.63,-0.086
Metsa-Samuelsson,"['Metsa Zach', 'Samuelsson Mattias']",pairing,3982,66.4,9,4,73,69,4.66,4.1,69.2,51.4,53.2,Buffalo Sabres,2088.415,20,18.08,-0.456
Dahlin-Timmins,"['Dahlin Rasmus', 'Timmins Conor']",pairing,3727,62.1,3,2,25,38,1.59,2.22,60.0,39.7,41.8,Buffalo Sabres,3006.086,13,12.56,-0.501
Kesselring-Samuelsson,"['Kesselring Michael', 'Samuelsson Mattias']",pairing,3596,59.9,3,4,13,18,0.91,1.31,42.9,41.9,41.1,Buffalo Sabres,2140.664,28,28.03,-0.235
Dahlin-Kesselring,"['Dahlin Rasmus', 'Kesselring Michael']",pairing,3196,53.3,0,1,9,5,0.34,0.28,0.0,64.3,54.7,Buffalo Sabres,3495.61,21,23.65,-0.219
Metsa-Power,"['Metsa Zach', 'Power Owen']",pairing,2238,37.3,0,0,5,5,0.43,0.31,,50.0,58.0,Buffalo Sabres,3083.465,15,24.13,-0.242
Schenn-Stanley,"['Schenn Luke', 'Stanley Logan']",pairing,1760,29.3,0,0,7,6,0.4,0.19,,53.8,67.7,Buffalo Sabres,2958.936,137,280.23,5.34
Bryson-Kesselring,"['Bryson Jacob', 'Kesselring Michael']",pairing,1758,29.3,2,1,18,14,0.93,1.2,66.7,56.2,43.5,Buffalo Sabres,3417.148,11,22.53,-0.249
Bryson-Samuelsson,"['Bryson Jacob', 'Samuelsson Mattias']",pairing,1709,28.5,1,0,7,13,0.53,0.64,100.0,35.0,45.4,Buffalo Sabres,2619.741,9,18.96,-0.393
Johnson-Timmins,"['Johnson Ryan', 'Timmins Conor']",pairing,1665,27.8,0,0,4,2,0.16,0.08,,66.7,65.5,Buffalo Sabres,354.185,0,0.0,
Bryson-Dahlin,"['Bryson Jacob', 'Dahlin Rasmus']",pairing,1336,22.3,0,1,4,5,0.29,0.5,0.0,44.4,37.1,Buffalo Sabres,4318.103,11,29.64,-0.02
Bryson-Johnson,"['Bryson Jacob', 'Johnson Ryan']",pairing,1219,20.3,2,3,6,10,0.47,0.59,40.0,37.5,44.1,Buffalo Sabres,495.737,2,5.91,-0.853
Power-Stanley,"['Power Owen', 'Stanley Logan']",pairing,1168,19.5,0,1,3,5,0.1,0.25,0.0,37.5,28.1,Buffalo Sabres,3563.077,4,12.33,-0.46
Byram-Mrtka,"['Byram Bowen', 'Mrtka Radim']",pairing,1054,17.6,5,3,35,33,2.03,2.24,62.5,51.5,47.5,Buffalo Sabres,1157.031,10,34.16,-0.182
Kesselring-Metsa,"['Kesselring Michael', 'Metsa Zach']",pairing,1006,16.8,2,0,11,6,0.76,0.3,100.0,64.7,71.7,Buffalo Sabres,2736.794,2,7.16,-0.641
Kesselring-Stanley,"['Kesselring Michael', 'Stanley Logan']",pairing,1006,16.8,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,3167.63,8,28.63,
Samuelsson-Stanley,"['Samuelsson Mattias', 'Stanley Logan']",pairing,980,16.3,0,0,1,2,0.11,0.07,,33.3,62.1,Buffalo Sabres,2421.246,5,18.37,
Byram-Komarov,"['Byram Bowen', 'Komarov Vsevolod']",pairing,955,15.9,2,0,7,10,0.43,0.55,100.0,41.2,44.3,Buffalo Sabres,1697.29,0,0.0,-0.883
Byram-Stanley,"['Byram Bowen', 'Stanley Logan']",pairing,896,14.9,0,0,9,7,0.65,0.53,,56.2,55.1,Buffalo Sabres,3368.291,5,20.09,-0.307
Bryson-Timmins,"['Bryson Jacob', 'Timmins Conor']",pairing,878,14.6,1,0,8,9,0.41,0.56,100.0,47.1,42.3,Buffalo Sabres,2953.579,8,32.8,-0.063
Bryson-Byram,"['Bryson Jacob', 'Byram Bowen']",pairing,784,13.1,0,3,5,7,0.34,0.37,0.0,41.7,47.5,Buffalo Sabres,3610.428,2,9.18,-0.525
Dahlin-Stanley,"['Dahlin Rasmus', 'Stanley Logan']",pairing,717,11.9,2,1,4,10,0.33,0.61,66.7,28.6,34.7,Buffalo Sabres,4047.178,4,20.08,-0.251
Power-Schenn,"['Power Owen', 'Schenn Luke']",pairing,670,11.2,1,3,9,13,0.71,0.91,25.0,40.9,43.9,Buffalo Sabres,2946.407,6,32.24,-0.076
Bryson-Mrtka,"['Bryson Jacob', 'Mrtka Radim']",pairing,482,8.0,1,2,16,13,0.85,1.16,33.3,55.2,42.1,Buffalo Sabres,1326.97,0,0.0,-0.914
Samuelsson-Schenn,"['Samuelsson Mattias', 'Schenn Luke']",pairing,359,6.0,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,2002.366,0,0.0,
Kesselring-Timmins,"['Kesselring Michael', 'Timmins Conor']",pairing,314,5.2,1,0,6,8,0.44,0.36,100.0,42.9,54.9,Buffalo Sabres,2407.259,1,11.46,-0.574
Byram-Schenn,"['Byram Bowen', 'Schenn Luke']",pairing,261,4.3,1,0,2,2,0.1,0.19,100.0,50.0,33.8,Buffalo Sabres,2785.191,3,41.38,
Metsa-Timmins,"['Metsa Zach', 'Timmins Conor']",pairing,248,4.1,0,1,0,1,0.0,0.07,0.0,0.0,0.0,Buffalo Sabres,2368.887,2,29.03,
Dahlin-Schenn,"['Dahlin Rasmus', 'Schenn Luke']",pairing,214,3.6,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,3346.329,1,16.82,
Byram-Johnson,"['Byram Bowen', 'Johnson Ryan']",pairing,195,3.2,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,445.189,0,0.0,
Kesselring-Mrtka,"['Kesselring Michael', 'Mrtka Radim']",pairing,157,2.6,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,1085.514,2,45.86,
Dahlin-Johnson,"['Dahlin Rasmus', 'Johnson Ryan']",pairing,137,2.3,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,544.833,0,0.0,
Johnson-Mrtka,"['Johnson Ryan', 'Mrtka Radim']",pairing,116,1.9,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,154.592,0,0.0,
Komarov-Power,"['Komarov Vsevolod', 'Power Owen']",pairing,91,1.5,0,0,0,0,0.0,0.0,,,,Buffalo Sabres,1808.464,2,79.12,
Andersson-Bahl,"['Andersson Rasmus', 'Bahl Kevin']",pairing,45071,751.2,36,59,415,502,22.89,29.75,37.9,45.3,43.5,Calgary Flames,3707.566,256,20.45,-0.271
Kuznetsov-Weegar,"['Kuznetsov Yan', 'Weegar MacKenzie']",pairing,38347,639.1,43,45,501,527,29.31,29.65,48.9,48.7,49.7,Calgary Flames,3724.27,278,26.1,-0.146
Bahl-Whitecloud,"['Bahl Kevin', 'Whitecloud Zach']",pairing,21211,353.5,16,12,182,203,11.49,11.63,57.1,47.3,49.7,Calgary Flames,5213.641,179,30.38,0.07
Hanley-Weegar,"['Hanley Joel', 'Weegar MacKenzie']",pairing,12651,210.8,6,22,112,134,6.79,8.64,21.4,45.5,44.0,Calgary Flames,4260.177,74,21.06,-0.212
Hanley-Pachal,"['Hanley Joel', 'Pachal Brayden']",pairing,12156,202.6,4,6,113,89,6.37,5.06,40.0,55.9,55.7,Calgary Flames,1883.067,71,21.03,-0.409
Brzustewicz-Hanley,"['Brzustewicz Hunter', 'Hanley Joel']",pairing,11912,198.5,8,8,111,145,7.1,9.07,50.0,43.4,43.9,Calgary Flames,2567.903,100,30.22,-0.152
Hanley-Parekh,"['Hanley Joel', 'Parekh Zayne']",pairing,11911,198.5,16,19,126,147,8.17,9.39,45.7,46.2,46.5,Calgary Flames,2641.32,84,25.39,-0.251
Brzustewicz-Maatta,"['Brzustewicz Hunter', 'Maatta Olli']",pairing,11632,193.9,15,14,84,105,5.47,7.2,51.7,44.4,43.2,Calgary Flames,10577.341,107,33.12,0.572
Kuznetsov-Whitecloud,"['Kuznetsov Yan', 'Whitecloud Zach']",pairing,7587,126.5,14,13,80,89,4.65,5.43,51.9,47.3,46.1,Calgary Flames,4426.599,53,25.15,-0.109
Bahl-Weegar,"['Bahl Kevin', 'Weegar MacKenzie']",pairing,6975,116.2,3,5,53,42,2.7,2.3,37.5,55.8,54.0,Calgary Flames,4352.134,46,23.74,-0.146
Bean-Pachal,"['Bean Jake', 'Pachal Brayden']",pairing,5679,94.7,5,7,75,69,4.33,4.13,41.7,52.1,51.2,Calgary Flames,1812.803,19,12.04,-0.611
Bean-Weegar,"['Bean Jake', 'Weegar MacKenzie']",pairing,4745,79.1,5,13,67,64,4.46,4.55,27.8,51.1,49.5,Calgary Flames,3979.169,35,26.55,-0.115
Pachal-Parekh,"['Pachal Brayden', 'Parekh Zayne']",pairing,4048,67.5,11,1,72,73,4.64,3.92,91.7,49.7,54.2,Calgary Flames,2257.296,16,14.23,-0.526
Kuznetsov-Parekh,"['Kuznetsov Yan', 'Parekh Zayne']",pairing,4025,67.1,3,3,46,47,2.82,3.04,50.0,49.5,48.2,Calgary Flames,2295.506,18,16.1,-0.482
Bahl-Maatta,"['Bahl Kevin', 'Maatta Olli']",pairing,3681,61.4,7,7,57,58,3.62,3.97,50.0,49.6,47.7,Calgary Flames,9211.014,38,37.16,0.548
Brzustewicz-Kuznetsov,"['Brzustewicz Hunter', 'Kuznetsov Yan']",pairing,3275,54.6,3,5,42,47,2.48,3.09,37.5,47.2,44.5,Calgary Flames,2240.709,17,18.69,-0.43
Bahl-Parekh,"['Bahl Kevin', 'Parekh Zayne']",pairing,3003,50.0,0,0,20,21,1.04,1.16,,48.8,47.2,Calgary Flames,2671.563,14,16.78,-0.437
Maatta-Pachal,"['Maatta Olli', 'Pachal Brayden']",pairing,2995,49.9,2,2,42,43,2.2,2.64,50.0,49.4,45.5,Calgary Flames,7985.282,15,18.03,0.029
Andersson-Kuznetsov,"['Andersson Rasmus', 'Kuznetsov Yan']",pairing,2862,47.7,0,2,7,16,0.44,0.96,0.0,30.4,31.4,Calgary Flames,3180.432,22,27.67,-0.157
Kuznetsov-Pachal,"['Kuznetsov Yan', 'Pachal Brayden']",pairing,2630,43.8,3,1,40,39,2.38,2.58,75.0,50.6,48.0,Calgary Flames,1656.015,14,19.16,-0.468
Bean-Hanley,"['Bean Jake', 'Hanley Joel']",pairing,2459,41.0,4,4,25,29,1.56,1.96,50.0,46.3,44.3,Calgary Flames,2054.919,13,19.03,-0.438
Maatta-Parekh,"['Maatta Olli', 'Parekh Zayne']",pairing,2447,40.8,0,2,14,14,0.73,0.98,0.0,50.0,42.8,Calgary Flames,10715.188,15,22.07,0.342
Parekh-Whitecloud,"['Parekh Zayne', 'Whitecloud Zach']",pairing,2280,38.0,4,2,16,13,0.96,0.63,66.7,55.2,60.4,Calgary Flames,6267.708,11,17.37,-0.127
Bahl-Kuznetsov,"['Bahl Kevin', 'Kuznetsov Yan']",pairing,1939,32.3,0,0,10,22,0.69,1.32,,31.2,34.3,Calgary Flames,1879.529,16,29.71,-0.22
Andersson-Hanley,"['Andersson Rasmus', 'Hanley Joel']",pairing,1497,24.9,3,1,17,16,0.94,0.97,75.0,51.5,49.3,Calgary Flames,3650.905,8,19.24,-0.302
Bahl-Pachal,"['Bahl Kevin', 'Pachal Brayden']",pairing,1386,23.1,0,0,4,5,0.26,0.28,,44.4,48.2,Calgary Flames,1943.13,4,10.39,-0.636
Andersson-Bean,"['Andersson Rasmus', 'Bean Jake']",pairing,1280,21.3,1,1,6,13,0.46,0.77,50.0,31.6,37.5,Calgary Flames,3348.56,4,11.25,-0.501
Bean-Parekh,"['Bean Jake', 'Parekh Zayne']",pairing,1115,18.6,0,0,9,10,0.36,0.61,,47.4,37.2,Calgary Flames,2392.715,3,9.69,-0.614
Bahl-Brzustewicz,"['Bahl Kevin', 'Brzustewicz Hunter']",pairing,1112,18.5,0,1,8,6,0.35,0.37,0.0,57.1,48.7,Calgary Flames,2615.101,9,29.14,-0.171
Hanley-Kuznetsov,"['Hanley Joel', 'Kuznetsov Yan']",pairing,1111,18.5,1,3,6,4,0.34,0.27,25.0,60.0,55.4,Calgary Flames,1796.63,9,29.16,-0.238
Maatta-Whitecloud,"['Maatta Olli', 'Whitecloud Zach']",pairing,1074,17.9,0,0,0,0,0.0,0.0,,,,Calgary Flames,21660.702,15,50.28,
Parekh-Weegar,"['Parekh Zayne', 'Weegar MacKenzie']",pairing,988,16.5,2,2,11,11,0.47,0.56,50.0,50.0,45.5,Calgary Flames,4863.397,9,32.79,0.094
Hanley-Whitecloud,"['Hanley Joel', 'Whitecloud Zach']",pairing,978,16.3,0,1,2,3,0.14,0.2,0.0,40.0,40.9,Calgary Flames,5005.773,7,25.77,
