unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
Robertson-Vaakanainen,"['Robertson Matthew', 'Vaakanainen Urho']",pairing,194,3.2,0,0,2,4,0.17,0.18,,33.3,47.5,New York Rangers,1248.915,12,222.68,
Gavrikov-Vaakanainen,"['Gavrikov Vladislav', 'Vaakanainen Urho']",pairing,171,2.9,1,0,2,1,0.19,0.05,100.0,66.7,80.7,New York Rangers,1485.638,4,84.21,
Fortescue-Robertson,"['Fortescue Drew', 'Robertson Matthew']",pairing,162,2.7,0,0,0,0,0.0,0.0,,,,New York Rangers,1829.819,0,0.0,
Robertson-Soucy,"['Robertson Matthew', 'Soucy Carson']",pairing,155,2.6,0,0,0,0,0.0,0.0,,,,New York Rangers,2853.018,1,23.23,
Gavrikov-Soucy,"['Gavrikov Vladislav', 'Soucy Carson']",pairing,151,2.5,0,0,0,0,0.0,0.0,,,,New York Rangers,3393.665,5,119.21,
Fox-Soucy,"['Fox Adam', 'Soucy Carson']",pairing,144,2.4,0,0,0,0,0.0,0.0,,,,New York Rangers,4243.062,7,175.0,
Borgen-Iorio,"['Borgen Will', 'Iorio Vincent']",pairing,117,1.9,0,0,2,5,0.13,0.23,,28.6,35.9,New York Rangers,18719.393,0,0.0,
Borgen-Fortescue,"['Borgen Will', 'Fortescue Drew']",pairing,95,1.6,0,0,2,1,0.13,0.04,,66.7,78.4,New York Rangers,2098.651,0,0.0,
Sanderson-Zub,"['Sanderson Jake', 'Zub Artem']",pairing,32321,538.7,33,28,328,310,20.5,17.06,54.1,51.4,54.6,Ottawa Senators,3592.895,261,29.07,-0.092
Kleven-Spence,"['Kleven Tyler', 'Spence Jordan']",pairing,19357,322.6,32,24,228,229,14.85,12.79,57.1,49.9,53.7,Ottawa Senators,3142.173,160,29.76,-0.114
Chabot-Jensen,"['Chabot Thomas', 'Jensen Nick']",pairing,17671,294.5,34,30,315,259,20.05,14.78,53.1,54.9,57.6,Ottawa Senators,3497.235,145,29.54,-0.09
Chabot-Spence,"['Chabot Thomas', 'Spence Jordan']",pairing,8229,137.2,12,14,115,91,7.35,5.2,46.2,55.8,58.6,Ottawa Senators,3876.802,119,52.06,0.433
Jensen-Matinpalo,"['Jensen Nick', 'Matinpalo Nikolas']",pairing,8145,135.8,12,8,87,69,5.79,4.41,60.0,55.8,56.8,Ottawa Senators,2164.688,57,25.19,-0.295
Kleven-Zub,"['Kleven Tyler', 'Zub Artem']",pairing,5744,95.7,10,10,87,76,5.67,4.9,50.0,53.4,53.7,Ottawa Senators,2464.784,44,27.58,-0.218
Kleven-Matinpalo,"['Kleven Tyler', 'Matinpalo Nikolas']",pairing,4927,82.1,5,11,61,72,3.98,4.16,31.2,45.9,48.9,Ottawa Senators,2531.535,49,35.8,-0.033
Sanderson-Spence,"['Sanderson Jake', 'Spence Jordan']",pairing,4660,77.7,2,2,29,23,2.04,1.13,50.0,55.8,64.4,Ottawa Senators,4443.322,65,50.21,0.44
Chabot-Zub,"['Chabot Thomas', 'Zub Artem']",pairing,4189,69.8,3,5,28,42,2.01,2.42,37.5,40.0,45.4,Ottawa Senators,3192.3,31,26.64,-0.178
Matinpalo-Spence,"['Matinpalo Nikolas', 'Spence Jordan']",pairing,4132,68.9,6,9,40,51,2.68,2.86,40.0,44.0,48.3,Ottawa Senators,2406.995,28,24.39,-0.292
Gilbert-Matinpalo,"['Gilbert Dennis', 'Matinpalo Nikolas']",pairing,3006,50.1,1,5,41,25,2.22,1.41,16.7,62.1,61.2,Ottawa Senators,3414.974,13,15.57,-0.402
Spence-Zub,"['Spence Jordan', 'Zub Artem']",pairing,2679,44.6,2,5,31,30,2.12,2.05,28.6,50.8,50.9,Ottawa Senators,2387.983,15,20.16,-0.386
Crotty-Thomson,"['Crotty Cameron', 'Thomson Lassi']",pairing,2540,42.3,6,6,60,41,3.76,2.28,50.0,59.4,62.3,Ottawa Senators,2090.921,10,14.17,-0.541
Matinpalo-Thomson,"['Matinpalo Nikolas', 'Thomson Lassi']",pairing,2533,42.2,3,6,52,65,3.07,4.08,33.3,44.4,42.9,Ottawa Senators,2116.292,18,25.58,-0.29
Matinpalo-Sebrango,"['Matinpalo Nikolas', 'Sebrango Donovan']",pairing,2325,38.8,4,7,44,51,2.41,3.48,36.4,46.3,40.9,Ottawa Senators,21292.57,7,10.84,0.969
Matinpalo-Sanderson,"['Matinpalo Nikolas', 'Sanderson Jake']",pairing,2087,34.8,4,5,37,38,2.01,2.57,44.4,49.3,43.9,Ottawa Senators,3597.869,8,13.8,-0.425
Jensen-Kleven,"['Jensen Nick', 'Kleven Tyler']",pairing,2081,34.7,4,0,12,12,0.79,0.57,100.0,50.0,58.3,Ottawa Senators,2821.529,21,36.33,0.003
Jensen-Sanderson,"['Jensen Nick', 'Sanderson Jake']",pairing,1480,24.7,1,1,12,4,0.84,0.22,50.0,75.0,79.0,Ottawa Senators,4001.3,13,31.62,-0.003
Spence-Yakemchuk,"['Spence Jordan', 'Yakemchuk Carter']",pairing,1462,24.4,2,3,22,28,1.42,1.75,40.0,44.0,44.7,Ottawa Senators,2434.803,6,14.77,-0.5
Matinpalo-Zub,"['Matinpalo Nikolas', 'Zub Artem']",pairing,1446,24.1,2,1,27,13,1.79,0.79,66.7,67.5,69.5,Ottawa Senators,1919.361,14,34.85,-0.104
Chabot-Matinpalo,"['Chabot Thomas', 'Matinpalo Nikolas']",pairing,1442,24.0,3,0,12,19,0.48,1.16,100.0,38.7,29.3,Ottawa Senators,3148.798,8,19.97,-0.328
Spence-Thomson,"['Spence Jordan', 'Thomson Lassi']",pairing,1065,17.8,0,0,9,10,0.44,0.73,,47.4,37.5,Ottawa Senators,2628.971,7,23.66,-0.29
Kleven-Yakemchuk,"['Kleven Tyler', 'Yakemchuk Carter']",pairing,1048,17.5,0,2,22,13,1.18,0.64,0.0,62.9,64.8,Ottawa Senators,2545.902,9,30.92,-0.138
Chabot-Sanderson,"['Chabot Thomas', 'Sanderson Jake']",pairing,1025,17.1,1,4,7,17,0.37,1.1,20.0,29.2,25.1,Ottawa Senators,5754.169,12,42.15,0.372
Crotty-Spence,"['Crotty Cameron', 'Spence Jordan']",pairing,595,9.9,0,1,1,3,0.04,0.11,0.0,25.0,26.4,Ottawa Senators,2410.506,4,24.2,
Crotty-Matinpalo,"['Crotty Cameron', 'Matinpalo Nikolas']",pairing,582,9.7,2,1,10,5,0.74,0.3,66.7,66.7,70.7,Ottawa Senators,1941.52,2,12.37,-0.593
Sanderson-Thomson,"['Sanderson Jake', 'Thomson Lassi']",pairing,560,9.3,0,2,4,6,0.24,0.43,0.0,40.0,35.6,Ottawa Senators,3947.706,1,6.43,-0.557
Gilbert-Spence,"['Gilbert Dennis', 'Spence Jordan']",pairing,545,9.1,1,1,16,10,1.07,0.85,50.0,61.5,55.9,Ottawa Senators,4216.03,5,33.03,0.046
Thomson-Zub,"['Thomson Lassi', 'Zub Artem']",pairing,508,8.5,0,0,0,0,0.0,0.0,,,,Ottawa Senators,2051.652,4,28.35,
Chabot-Yakemchuk,"['Chabot Thomas', 'Yakemchuk Carter']",pairing,427,7.1,2,1,11,6,0.55,0.31,66.7,64.7,63.9,Ottawa Senators,3206.937,1,8.43,-0.575
Jensen-Zub,"['Jensen Nick', 'Zub Artem']",pairing,303,5.0,0,0,0,0,0.0,0.0,,,,Ottawa Senators,2141.426,3,35.64,
Yakemchuk-Zub,"['Yakemchuk Carter', 'Zub Artem']",pairing,303,5.0,0,0,0,0,0.0,0.0,,,,Ottawa Senators,1923.039,1,11.88,
Crotty-Kleven,"['Crotty Cameron', 'Kleven Tyler']",pairing,274,4.6,1,0,9,10,0.54,0.58,100.0,47.4,48.1,Ottawa Senators,2507.464,1,13.14,
Gilbert-Thomson,"['Gilbert Dennis', 'Thomson Lassi']",pairing,258,4.3,0,1,1,2,0.05,0.12,0.0,33.3,29.8,Ottawa Senators,3751.412,0,0.0,
Jensen-Spence,"['Jensen Nick', 'Spence Jordan']",pairing,246,4.1,0,0,0,0,0.0,0.0,,,,Ottawa Senators,2678.413,3,43.9,
Chabot-Kleven,"['Chabot Thomas', 'Kleven Tyler']",pairing,235,3.9,0,0,0,0,0.0,0.0,,,,Ottawa Senators,4158.566,5,76.6,
Crotty-Zub,"['Crotty Cameron', 'Zub Artem']",pairing,229,3.8,1,1,4,6,0.21,0.58,50.0,40.0,26.9,Ottawa Senators,1887.649,6,94.32,
Matinpalo-Yakemchuk,"['Matinpalo Nikolas', 'Yakemchuk Carter']",pairing,200,3.3,0,0,0,0,0.0,0.0,,,,Ottawa Senators,1963.838,0,0.0,
Chabot-Thomson,"['Chabot Thomas', 'Thomson Lassi']",pairing,198,3.3,0,0,0,0,0.0,0.0,,,,Ottawa Senators,3491.788,2,36.36,
Sebrango-Zub,"['Sebrango Donovan', 'Zub Artem']",pairing,191,3.2,1,0,2,2,0.2,0.06,100.0,50.0,77.5,Ottawa Senators,20645.04,0,0.0,
Kleven-Sanderson,"['Kleven Tyler', 'Sanderson Jake']",pairing,172,2.9,0,0,0,0,0.0,0.0,,,,Ottawa Senators,4713.246,2,41.86,
Chabot-Gilbert,"['Chabot Thomas', 'Gilbert Dennis']",pairing,161,2.7,0,0,0,0,0.0,0.0,,,,Ottawa Senators,5451.767,0,0.0,
Gilbert-Zub,"['Gilbert Dennis', 'Zub Artem']",pairing,138,2.3,0,0,0,0,0.0,0.0,,,,Ottawa Senators,3415.952,1,26.09,
Chabot-Crotty,"['Chabot Thomas', 'Crotty Cameron']",pairing,112,1.9,0,0,0,0,0.0,0.0,,,,Ottawa Senators,3193.994,1,32.14,
Gilbert-Sanderson,"['Gilbert Dennis', 'Sanderson Jake']",pairing,105,1.8,0,0,0,2,0.0,0.14,,0.0,0.0,Ottawa Senators,6280.131,0,0.0,
Sanheim-York,"['Sanheim Travis', 'York Cam']",pairing,10857,180.9,27,39,238,264,15.49,15.1,40.9,47.4,50.6,Philadelphia Flyers,2322.624,179,59.35,0.464
Andrae-Drysdale,"['Andrae Emil', 'Drysdale Jamie']",pairing,6836,113.9,23,15,194,207,12.24,13.08,60.5,48.4,48.4,Philadelphia Flyers,2305.694,133,70.04,0.696
Ristolainen-Sanheim,"['Ristolainen Rasmus', 'Sanheim Travis']",pairing,5949,99.2,14,28,160,176,9.4,10.58,33.3,47.6,47.1,Philadelphia Flyers,2879.437,177,107.11,1.553
Drysdale-York,"['Drysdale Jamie', 'York Cam']",pairing,5930,98.8,22,16,164,181,10.47,10.8,57.9,47.5,49.2,Philadelphia Flyers,2082.292,159,96.53,1.256
Drysdale-Seeler,"['Drysdale Jamie', 'Seeler Nick']",pairing,5448,90.8,13,11,149,158,10.25,8.47,54.2,48.5,54.8,Philadelphia Flyers,1493.314,67,44.27,0.067
Sanheim-Seeler,"['Sanheim Travis', 'Seeler Nick']",pairing,4044,67.4,11,16,128,152,7.96,9.32,40.7,45.7,46.1,Philadelphia Flyers,1683.023,33,29.38,-0.243
Andrae-Juulsen,"['Andrae Emil', 'Juulsen Noah']",pairing,3018,50.3,5,5,67,64,3.92,3.68,50.0,51.1,51.5,Philadelphia Flyers,2460.573,37,44.14,0.144
Andrae-Seeler,"['Andrae Emil', 'Seeler Nick']",pairing,2812,46.9,13,5,69,61,4.75,3.16,72.2,53.1,60.1,Philadelphia Flyers,1669.261,50,64.01,0.512
Ristolainen-Seeler,"['Ristolainen Rasmus', 'Seeler Nick']",pairing,2811,46.9,7,8,80,62,4.71,3.13,46.7,56.3,60.1,Philadelphia Flyers,1895.747,23,29.46,-0.224
Juulsen-Seeler,"['Juulsen Noah', 'Seeler Nick']",pairing,2655,44.2,6,7,49,56,2.84,3.37,46.2,46.7,45.7,Philadelphia Flyers,1536.156,37,50.17,0.199
Drysdale-Sanheim,"['Drysdale Jamie', 'Sanheim Travis']",pairing,2195,36.6,2,1,29,31,1.88,2.29,66.7,48.3,45.1,Philadelphia Flyers,2272.48,27,44.28,0.131
Drysdale-Zamula,"['Drysdale Jamie', 'Zamula Egor']",pairing,1587,26.4,5,3,38,50,2.44,2.48,62.5,43.2,49.5,Philadelphia Flyers,5282.236,1,2.27,-0.538
Juulsen-Zamula,"['Juulsen Noah', 'Zamula Egor']",pairing,1483,24.7,7,3,63,48,3.98,2.34,70.0,56.8,63.0,Philadelphia Flyers,5572.068,19,46.12,0.443
Seeler-Zamula,"['Seeler Nick', 'Zamula Egor']",pairing,1413,23.6,3,1,29,27,1.71,1.52,75.0,51.8,53.0,Philadelphia Flyers,3711.522,10,25.48,-0.161
Ristolainen-York,"['Ristolainen Rasmus', 'York Cam']",pairing,1287,21.4,3,3,33,29,2.24,1.56,50.0,53.2,59.0,Philadelphia Flyers,2639.432,12,33.57,-0.073
Jiricek-Seeler,"['Jiricek David', 'Seeler Nick']",pairing,1034,17.2,3,2,39,29,2.53,1.74,60.0,57.4,59.3,Philadelphia Flyers,1242.36,3,10.44,-0.693
Seeler-York,"['Seeler Nick', 'York Cam']",pairing,698,11.6,1,2,12,17,0.88,1.08,33.3,41.4,44.8,Philadelphia Flyers,1508.111,7,36.1,-0.111
Bonk-McDonald,"['Bonk Oliver', 'McDonald Hunter']",pairing,596,9.9,0,0,3,0,0.23,0.0,,100.0,100.0,Philadelphia Flyers,288.996,5,30.2,
Andrae-Sanheim,"['Andrae Emil', 'Sanheim Travis']",pairing,485,8.1,1,2,13,12,0.64,0.81,33.3,52.0,44.1,Philadelphia Flyers,2571.923,17,126.19,1.944
Andrae-Ristolainen,"['Andrae Emil', 'Ristolainen Rasmus']",pairing,443,7.4,1,2,6,9,0.32,0.67,33.3,40.0,32.7,Philadelphia Flyers,2922.627,9,73.14,0.815
Andrae-York,"['Andrae Emil', 'York Cam']",pairing,409,6.8,1,0,2,2,0.03,0.06,100.0,50.0,33.5,Philadelphia Flyers,2350.977,8,70.42,
Drysdale-Ristolainen,"['Drysdale Jamie', 'Ristolainen Rasmus']",pairing,348,5.8,0,2,5,7,0.27,0.58,0.0,41.7,31.8,Philadelphia Flyers,2585.135,3,31.03,-0.132
Sanheim-Zamula,"['Sanheim Travis', 'Zamula Egor']",pairing,280,4.7,1,1,10,8,0.73,0.69,50.0,55.6,51.5,Philadelphia Flyers,5911.7,0,0.0,
Drysdale-Juulsen,"['Drysdale Jamie', 'Juulsen Noah']",pairing,276,4.6,1,0,3,4,0.17,0.28,100.0,42.9,37.2,Philadelphia Flyers,2186.377,5,65.22,
Juulsen-York,"['Juulsen Noah', 'York Cam']",pairing,211,3.5,0,0,0,0,0.0,0.0,,,,Philadelphia Flyers,2222.503,6,102.37,
York-Zamula,"['York Cam', 'Zamula Egor']",pairing,210,3.5,0,1,0,3,0.0,0.1,0.0,0.0,0.0,Philadelphia Flyers,5369.545,1,17.14,
McDonald-Sanheim,"['McDonald Hunter', 'Sanheim Travis']",pairing,148,2.5,0,0,2,0,0.1,0.0,,100.0,100.0,Philadelphia Flyers,687.301,0,0.0,
Juulsen-Sanheim,"['Juulsen Noah', 'Sanheim Travis']",pairing,143,2.4,0,0,0,0,0.0,0.0,,,,Philadelphia Flyers,2446.935,3,75.52,
Juulsen-Ristolainen,"['Juulsen Noah', 'Ristolainen Rasmus']",pairing,110,1.8,0,0,0,0,0.0,0.0,,,,Philadelphia Flyers,2772.73,2,65.45,
Karlsson-Wotherspoon,"['Karlsson Erik', 'Wotherspoon Parker']",pairing,68523,1142.0,88,77,754,751,49.0,45.55,53.3,50.1,51.8,Pittsburgh Penguins,4291.763,633,33.26,0.057
Letang-Shea,"['Letang Kris', 'Shea Ryan']",pairing,31290,521.5,34,26,292,309,19.24,18.35,56.7,48.6,51.2,Pittsburgh Penguins,3223.194,235,27.04,-0.167
Girard-Letang,"['Girard Samuel', 'Letang Kris']",pairing,21485,358.1,25,29,232,237,15.38,15.05,46.3,49.5,50.5,Pittsburgh Penguins,6195.091,185,31.0,0.165
Clifton-Shea,"['Clifton Connor', 'Shea Ryan']",pairing,20571,342.9,41,43,317,294,17.98,18.1,48.8,51.9,49.8,Pittsburgh Penguins,2371.225,131,22.93,-0.327
Kulak-Letang,"['Kulak Brett', 'Letang Kris']",pairing,16964,282.7,22,13,166,163,11.07,9.59,62.9,50.5,53.6,Pittsburgh Penguins,8580.016,120,25.47,0.24
Shea-St.,"['Shea Ryan', 'St. Ivany Jack']",pairing,9103,151.7,6,7,73,69,4.38,4.34,46.2,51.4,50.2,Pittsburgh Penguins,2563.549,64,25.31,-0.259
Clifton-Graves,"['Clifton Connor', 'Graves Ryan']",pairing,8804,146.7,10,8,123,90,7.94,5.96,55.6,57.7,57.1,Pittsburgh Penguins,2091.793,71,29.03,-0.217
Clifton-Solovyov,"['Clifton Connor', 'Solovyov Ilya']",pairing,5702,95.0,9,8,73,57,4.56,3.28,52.9,56.2,58.2,Pittsburgh Penguins,24340.975,32,20.2,1.425
Shea-Wotherspoon,"['Shea Ryan', 'Wotherspoon Parker']",pairing,4888,81.5,15,12,108,95,6.75,5.34,55.6,53.2,55.8,Pittsburgh Penguins,2990.228,43,31.67,-0.085
Letang-Wotherspoon,"['Letang Kris', 'Wotherspoon Parker']",pairing,4446,74.1,2,4,10,12,0.89,0.95,33.3,45.5,48.2,Pittsburgh Penguins,3540.569,48,38.87,0.117
Karlsson-Shea,"['Karlsson Erik', 'Shea Ryan']",pairing,3967,66.1,2,6,10,19,0.7,1.26,25.0,34.5,35.6,Pittsburgh Penguins,3895.069,29,26.32,-0.127
Kulak-Shea,"['Kulak Brett', 'Shea Ryan']",pairing,3862,64.4,2,4,29,36,1.95,1.94,33.3,44.6,50.2,Pittsburgh Penguins,7334.78,35,32.63,0.294
Karlsson-Letang,"['Karlsson Erik', 'Letang Kris']",pairing,3559,59.3,1,1,20,17,1.09,0.91,50.0,54.1,54.6,Pittsburgh Penguins,4317.531,84,84.97,1.188
St.-Wotherspoon,"['St. Ivany Jack', 'Wotherspoon Parker']",pairing,2952,49.2,4,2,21,32,1.32,2.34,66.7,39.6,36.0,Pittsburgh Penguins,2797.374,22,26.83,-0.207
Kulak-St.,"['Kulak Brett', 'St. Ivany Jack']",pairing,2438,40.6,7,6,58,67,2.92,3.87,53.8,46.4,43.0,Pittsburgh Penguins,6841.22,12,17.72,-0.072
Clifton-Wotherspoon,"['Clifton Connor', 'Wotherspoon Parker']",pairing,2366,39.4,0,2,5,4,0.36,0.24,0.0,55.6,59.6,Pittsburgh Penguins,2580.062,13,19.78,-0.379
Shea-Solovyov,"['Shea Ryan', 'Solovyov Ilya']",pairing,2206,36.8,2,1,18,16,1.11,1.31,66.7,52.9,45.7,Pittsburgh Penguins,28199.032,17,27.74,1.908
Girard-Karlsson,"['Girard Samuel', 'Karlsson Erik']",pairing,1822,30.4,0,1,10,2,0.81,0.1,0.0,83.3,89.5,Pittsburgh Penguins,7392.052,10,19.76,0.018
Graves-Solovyov,"['Graves Ryan', 'Solovyov Ilya']",pairing,1660,27.7,0,5,12,23,0.57,1.49,0.0,34.3,27.7,Pittsburgh Penguins,24873.204,14,30.36,1.691
Kulak-Wotherspoon,"['Kulak Brett', 'Wotherspoon Parker']",pairing,1560,26.0,0,1,4,8,0.31,0.54,0.0,33.3,36.7,Pittsburgh Penguins,7992.12,9,20.77,0.089
Karlsson-Kulak,"['Karlsson Erik', 'Kulak Brett']",pairing,1275,21.2,0,0,6,7,0.23,0.34,,46.2,40.8,Pittsburgh Penguins,10356.38,5,14.12,0.139
Clifton-Girard,"['Clifton Connor', 'Girard Samuel']",pairing,1260,21.0,1,0,14,9,0.57,0.41,100.0,60.9,58.0,Pittsburgh Penguins,4734.358,6,17.14,-0.259
Clifton-Kulak,"['Clifton Connor', 'Kulak Brett']",pairing,1141,19.0,6,8,42,41,2.83,2.53,42.9,50.6,52.8,Pittsburgh Penguins,6334.843,6,18.93,-0.087
Girard-St.,"['Girard Samuel', 'St. Ivany Jack']",pairing,1124,18.7,4,0,21,10,1.31,0.61,100.0,67.7,68.1,Pittsburgh Penguins,5060.611,15,48.04,0.443
Solovyov-St.,"['Solovyov Ilya', 'St. Ivany Jack']",pairing,1114,18.6,3,2,25,11,1.97,0.52,60.0,69.4,79.3,Pittsburgh Penguins,26347.185,11,35.55,1.926
Livanavage-St.,"['Livanavage Jake', 'St. Ivany Jack']",pairing,1049,17.5,1,0,9,12,0.59,0.8,100.0,42.9,42.6,Pittsburgh Penguins,1998.038,6,20.59,-0.409
Graves-St.,"['Graves Ryan', 'St. Ivany Jack']",pairing,983,16.4,0,0,10,13,0.76,0.62,,43.5,55.1,Pittsburgh Penguins,2269.318,2,7.32,-0.676
Girard-Wotherspoon,"['Girard Samuel', 'Wotherspoon Parker']",pairing,928,15.5,1,1,19,14,1.18,0.82,50.0,57.6,59.1,Pittsburgh Penguins,5998.094,10,38.79,0.318
Graves-Shea,"['Graves Ryan', 'Shea Ryan']",pairing,912,15.2,2,0,9,8,0.61,0.36,100.0,52.9,63.3,Pittsburgh Penguins,2424.688,5,19.74,-0.392
Girard-Solovyov,"['Girard Samuel', 'Solovyov Ilya']",pairing,806,13.4,1,1,11,8,0.75,0.39,50.0,57.9,65.5,Pittsburgh Penguins,56322.238,16,71.46,5.182
Letang-Solovyov,"['Letang Kris', 'Solovyov Ilya']",pairing,551,9.2,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,33219.641,3,19.6,
Clifton-Karlsson,"['Clifton Connor', 'Karlsson Erik']",pairing,527,8.8,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,3378.124,5,34.16,
Girard-Shea,"['Girard Samuel', 'Shea Ryan']",pairing,487,8.1,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,5467.948,5,36.96,
Clifton-Letang,"['Clifton Connor', 'Letang Kris']",pairing,482,8.0,0,0,10,7,0.37,0.31,,58.8,54.4,Pittsburgh Penguins,2792.203,2,14.94,-0.467
Karlsson-Solovyov,"['Karlsson Erik', 'Solovyov Ilya']",pairing,415,6.9,0,1,3,3,0.21,0.17,0.0,50.0,54.6,Pittsburgh Penguins,40196.556,3,26.02,
Graves-Letang,"['Graves Ryan', 'Letang Kris']",pairing,293,4.9,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,2876.096,3,36.86,
Clifton-St.,"['Clifton Connor', 'St. Ivany Jack']",pairing,227,3.8,0,1,13,8,0.62,0.39,0.0,61.9,61.7,Pittsburgh Penguins,2215.27,1,15.86,
Graves-Wotherspoon,"['Graves Ryan', 'Wotherspoon Parker']",pairing,224,3.7,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,2634.059,3,48.21,
Solovyov-Wotherspoon,"['Solovyov Ilya', 'Wotherspoon Parker']",pairing,165,2.8,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,30679.713,0,0.0,
Graves-Karlsson,"['Graves Ryan', 'Karlsson Erik']",pairing,156,2.6,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,3488.477,0,0.0,
Kulak-Solovyov,"['Kulak Brett', 'Solovyov Ilya']",pairing,151,2.5,0,0,0,0,0.0,0.0,,,,Pittsburgh Penguins,75337.71,1,23.84,
Klingberg-Orlov,"['Klingberg John', 'Orlov Dmitry']",pairing,31080,518.0,33,42,321,348,19.9,21.86,44.0,48.0,47.6,San Jose Sharks,4122.544,212,24.56,-0.147
Ferraro-Mukhamadullin,"['Ferraro Mario', 'Mukhamadullin Shakir']",pairing,29312,488.5,32,22,236,227,14.67,13.07,59.3,51.0,52.9,San Jose Sharks,2777.574,166,20.39,-0.349
Desharnais-Dickinson,"['Desharnais Vincent', 'Dickinson Sam']",pairing,22904,381.7,22,22,175,194,10.74,11.89,50.0,47.4,47.5,San Jose Sharks,2951.537,153,24.05,-0.255
Liljegren-Orlov,"['Liljegren Timothy', 'Orlov Dmitry']",pairing,21032,350.5,22,27,192,215,11.84,12.7,44.9,47.2,48.2,San Jose Sharks,3782.622,137,23.45,-0.199
Dickinson-Leddy,"['Dickinson Sam', 'Leddy Nick']",pairing,17050,284.2,15,34,219,269,13.86,17.18,30.6,44.9,44.7,San Jose Sharks,2785.24,115,24.28,-0.263
Ferraro-Liljegren,"['Ferraro Mario', 'Liljegren Timothy']",pairing,14503,241.7,14,18,148,192,7.84,11.24,43.8,43.5,41.1,San Jose Sharks,2843.811,103,25.57,-0.23
Ferraro-Klingberg,"['Ferraro Mario', 'Klingberg John']",pairing,14226,237.1,17,18,139,167,9.2,9.32,48.6,45.4,49.7,San Jose Sharks,3146.795,112,28.34,-0.145
Desharnais-Orlov,"['Desharnais Vincent', 'Orlov Dmitry']",pairing,10797,179.9,7,19,100,140,6.39,7.61,26.9,41.7,45.6,San Jose Sharks,3139.224,73,24.34,-0.233
Mukhamadullin-Orlov,"['Mukhamadullin Shakir', 'Orlov Dmitry']",pairing,7160,119.3,7,8,53,61,3.46,4.01,46.7,46.5,46.3,San Jose Sharks,3842.375,45,22.63,-0.212
Dickinson-Iorio,"['Dickinson Sam', 'Iorio Vincent']",pairing,6940,115.7,16,14,106,129,7.18,7.96,53.3,45.1,47.4,San Jose Sharks,25389.116,39,20.23,1.512
Desharnais-Ferraro,"['Desharnais Vincent', 'Ferraro Mario']",pairing,6485,108.1,11,14,76,78,5.42,4.95,44.0,49.4,52.3,San Jose Sharks,2240.277,47,26.09,-0.269
Ferraro-Iorio,"['Ferraro Mario', 'Iorio Vincent']",pairing,5943,99.0,7,8,47,52,3.0,2.87,46.7,47.5,51.1,San Jose Sharks,20033.04,55,33.32,1.356
Ferraro-Orlov,"['Ferraro Mario', 'Orlov Dmitry']",pairing,5746,95.8,8,4,41,48,2.99,2.91,66.7,46.1,50.7,San Jose Sharks,3012.153,39,24.43,-0.241
Dickinson-Ferraro,"['Dickinson Sam', 'Ferraro Mario']",pairing,5573,92.9,4,5,25,38,1.57,2.19,44.4,39.7,41.8,San Jose Sharks,2810.682,42,27.13,-0.199
Dickinson-Liljegren,"['Dickinson Sam', 'Liljegren Timothy']",pairing,4527,75.5,8,5,43,43,2.58,2.4,61.5,50.0,51.8,San Jose Sharks,3626.958,34,27.04,-0.134
Dickinson-Klingberg,"['Dickinson Sam', 'Klingberg John']",pairing,4508,75.1,7,5,45,54,2.74,3.01,58.3,45.5,47.6,San Jose Sharks,3976.047,44,35.14,0.072
Dickinson-Orlov,"['Dickinson Sam', 'Orlov Dmitry']",pairing,4007,66.8,3,5,22,27,1.34,1.41,37.5,44.9,48.6,San Jose Sharks,3801.967,22,19.77,-0.278
Desharnais-Mukhamadullin,"['Desharnais Vincent', 'Mukhamadullin Shakir']",pairing,3604,60.1,2,1,19,23,1.27,1.2,66.7,45.2,51.5,San Jose Sharks,2931.836,19,18.98,-0.367
Leddy-Orlov,"['Leddy Nick', 'Orlov Dmitry']",pairing,3135,52.2,3,2,37,52,1.97,3.5,60.0,41.6,35.9,San Jose Sharks,2901.167,27,31.0,-0.107
Ferraro-Leddy,"['Ferraro Mario', 'Leddy Nick']",pairing,3112,51.9,1,2,23,30,1.47,1.91,33.3,43.4,43.6,San Jose Sharks,2188.217,24,27.76,-0.237
Klingberg-Leddy,"['Klingberg John', 'Leddy Nick']",pairing,2852,47.5,5,6,48,46,2.8,2.46,45.5,51.1,53.3,San Jose Sharks,3035.179,17,21.46,-0.304
Dickinson-Mukhamadullin,"['Dickinson Sam', 'Mukhamadullin Shakir']",pairing,2526,42.1,0,1,2,9,0.03,0.34,0.0,18.2,8.9,San Jose Sharks,3629.98,18,25.65,-0.164
Liljegren-Mukhamadullin,"['Liljegren Timothy', 'Mukhamadullin Shakir']",pairing,1855,30.9,2,3,15,20,1.37,1.12,40.0,42.9,55.1,San Jose Sharks,3650.052,18,34.93,0.04
